Company ID,Sector,Location,2019*,2018,2017,2016,2015
3911-9745-7657-73,I,4343,"1,054","1,104",0,"1,560","1,583"
3912-1543-4308-22,I,5343,"17,407","16,500","18,163","18,529","18,809"
3913-1693-2009-90,I,4296,"16,220","10,160","11,567","11,800","11,979"
3914-0606-7623-87,I,5680,"344,825","374,643","355,409","362,575","368,053"
3921-1277-9448-85,I,2265,"9,816","10,547","11,118","11,342","11,514"
3921-6219-4524-38,I,6434,0,0,0,0,0
3921-9753-4474-90,I,2694,"17,162","17,493","19,371",0,"20,060"
3922-3358-7490-00,I,3633,"65,754","74,310","82,934","84,606","85,885"
3925-9364-8065-30,I,6452,"6,723","4,460","7,245","7,391","7,503"
3926-1050-9913-08,I,6433,"8,212","8,891","8,081","8,244",0
3928-4430-9120-00,I,3339,"20,628","21,034","18,745","19,123","19,412"
3930-0427-7150-52,I,2638,"57,737","54,236","53,321","54,396",0
3932-4712-5310-00,I,2661,"11,796","12,680","13,607","13,881","14,091"
3933-0329-1270-00,I,2165,"6,416","5,605","5,843","5,961","6,051"
3943-9819-2710-00,E,7348,0,0,"4,825","4,902","5,037"
3968-5575-8753-64,I,9556,0,0,0,0,0
3973-4905-6717-16,E,6403,0,0,0,0,0
3983-3055-7991-97,E,3299,"49,449","48,868","51,479",0,"53,741"
3984-3718-9480-07,E,6455,"21,001","17,082",0,0,0
3996-0719-6448-84,T,6477,"341,501","152,538",0,"222,255","219,274"
4012-7289-1965-95,I,2674,"26,313","36,426","40,621","41,440",0
4019-4189-5716-52,I,2204,"5,371","5,768","5,763","5,879","5,968"
4020-0899-0440-46,I,3601,"154,669","101,849","153,216","156,305","158,667"
4022-0014-9403-93,I,3271,0,"6,788","7,124","7,268","7,377"
4024-6142-3680-00,I,8675,"20,581","21,395","23,319","23,789","24,149"
4025-4897-7130-34,I,1534,"422,974","382,281","404,182","412,331","418,562"
4026-7939-9340-77,I,3604,"15,451","16,727","16,175","16,501","16,750"
4027-1881-8646-72,I,8255,"3,889",0,"2,818","2,875","2,918"
4028-0555-4300-00,I,2541,"18,566",0,"10,290","10,497","10,656"
4041-8174-8118-36,W,2842,"141,444","157,760","150,786","153,222",0
4053-1757-9730-00,T,2105,0,0,0,0,0
4063-7004-3390-42,I,7398,"3,153","3,735","6,077","6,200","6,293"
4082-0846-4885-32,E,6486,"122,065","43,590","38,186","38,799","39,864"
4084-5611-1208-66,E,6425,0,0,"42,471","43,153","44,337"
4111-5071-2557-46,I,8242,"19,554","23,066","23,364","23,835","24,195"
4117-2322-8279-51,I,2230,"27,735","22,932","26,667","27,205","27,616"
4117-7883-8611-89,I,3396,0,0,0,0,0
4119-4878-3565-66,I,3687,0,0,"3,822","3,899","3,958"
4123-8633-4670-00,I,2519,"198,297","99,817","79,404","81,005","82,229"
4124-3854-8150-00,I,5224,"26,571",0,"32,605","33,262","33,765"
4124-7004-0000-00,I,8439,"2,579",0,"4,076","4,158","4,221"
4125-7337-9980-00,I,7351,0,0,0,0,0
4126-0874-1829-54,E,2210,"3,660,957",0,"4,911,736","4,990,573","5,127,552"
4126-6723-9897-45,E,2528,0,"1,871,179","1,792,708","1,821,482","1,871,477"
4126-8239-2220-00,I,3369,"11,588","11,564","16,097","16,422","16,670"
4127-5276-7600-00,I,2123,"61,384","63,960","77,028","78,581","79,768"
4128-1990-5023-43,I,2518,"7,304","6,920","9,752","9,949","10,099"
4129-6255-5033-52,I,2566,"7,812","14,978","13,606","13,880",0
4131-8866-0163-09,I,2277,"3,034","5,141","7,047","7,189","7,298"
4131-9900-2810-00,I,2567,"549,402",0,"623,131","635,694","645,300"
4146-3954-6180-00,W,6450,0,0,0,0,0
4163-5232-6662-14,I,2616,48,0,0,0,0
4165-5722-4170-00,O,1512,0,0,"24,520","24,916","25,300"
4171-6723-8835-24,I,2592,"9,617",0,0,0,0
4211-3246-9755-52,I,3383,"33,536","36,538","38,409","39,183","39,775"
4220-9420-4563-77,I,2684,"8,055","6,935","6,986","7,127","7,235"
4222-0381-9859-04,I,2568,"11,276","9,131","13,687","13,963","14,174"
4222-4274-6792-43,E,2218,"177,497","191,579","214,539","217,983","223,966"
4226-3947-1927-53,I,5658,"12,557","10,981","12,298","12,546","12,736"
4228-0729-0094-40,I,3322,"16,033","14,239","16,653","16,989","17,245"
4228-5796-0915-74,I,5611,0,"65,246","65,469","66,789","67,798"
4232-1551-4780-00,I,2201,"607,023","706,331","697,958","712,030","722,789"
4256-1143-1587-02,I,2596,"4,464",0,"3,074","3,136","3,183"
4260-0732-3177-75,I,6486,"176,954","205,492","223,664",0,"231,621"
4260-6859-8726-43,I,6416,0,0,0,0,0
4264-3371-5002-17,I,3650,"5,918","5,934",0,0,0
4314-2865-1702-26,I,2175,"54,518","44,792","86,172","87,909",0
4315-6589-8254-77,I,4354,"467,499","438,210","467,914","477,348","484,561"
4317-1526-9169-54,I,3395,"7,476","22,454","31,259","31,889","32,371"
4318-1136-3413-63,I,2639,0,0,0,0,0
4318-6928-5017-90,I,6676,"10,154","11,380","15,091","15,395","15,628"
4319-9159-6289-79,I,4291,"6,177","8,034","6,889","7,028","7,134"
4320-1675-3561-10,I,8277,0,"101,763","82,481","84,144","85,415"
4323-9076-5179-05,I,3627,"20,985","8,327","8,890","9,069","9,206"
4327-2024-7630-00,I,8368,0,"12,089","13,719","13,996","14,207"
4328-4834-0760-00,I,2212,0,0,197,201,204
4329-4779-7030-00,I,5613,"90,076","93,426","103,813","105,906","107,506"
4330-5226-3510-00,I,6483,"4,861","5,121","11,700","11,936","12,116"
4330-8943-8652-25,I,2210,0,0,0,0,0
4341-0470-4080-00,W,5684,"330,703","404,357","445,296","452,489","459,464"
4341-7818-2320-00,W,5360,"1,604",0,0,0,0
4348-6023-7106-58,W,6591,0,0,0,0,0
4360-1145-2780-22,I,2287,0,"4,300","4,481","4,571","4,640"
4370-3866-2162-60,I,2115,"2,401","7,339","5,508",0,0
4376-0057-2072-96,E,2228,"7,297","6,561","7,864","7,990","8,210"
4378-2504-7161-67,I,1651,"5,456",0,0,0,0
4380-6622-4000-00,E,6428,"144,470","125,648",0,0,0
4416-4232-8812-42,I,3113,"87,844","90,417","93,151","95,029","96,465"
4422-0093-4548-15,I,3511,"32,688","23,600","21,074","21,499","21,824"
4424-3700-6402-43,I,4679,"1,040",341,"1,421",0,0
4426-9634-4580-00,I,3636,"4,421","5,745","5,902","6,021","6,112"
4427-2850-8390-00,I,5624,"10,730",0,"12,853","13,112","13,310"
4429-0948-6840-00,I,3162,"6,200","5,166",0,"6,621","6,721"
4431-0557-4000-00,I,3523,0,0,0,0,0
4433-5775-7870-00,I,2101,"50,004",0,"56,552","57,692","58,564"
4434-5047-5200-00,I,8232,"15,351","17,034","19,442","19,834","20,134"
4443-2130-5360-00,E,6456,"120,379","99,591","100,063","101,669","104,460"
4448-4268-8440-00,W,3290,"191,450","216,500","205,286","208,602","211,818"
4454-7943-7530-00,T,3619,"32,182,645","38,242,274","34,098,467","33,662,396",0
4458-4562-3190-00,T,2644,0,"2,840,027","2,827,372","2,791,214","2,753,783"
4466-2728-8046-99,I,2649,"365,826","447,560","177,760","181,344","184,084"
4469-3949-3801-55,I,7320,0,0,0,0,0
4479-9146-0035-86,E,5631,"5,291","3,599","4,275","4,344","4,463"
4483-8310-9089-34,E,7362,"6,470","4,427","5,424","5,511","5,662"
4502-5176-9817-62,O,1555,0,0,0,0,0
4516-7710-1379-00,I,8235,"4,446","4,350","5,019","5,120","5,198"
4517-1870-0093-43,I,3587,"10,305",0,0,0,0
4518-5722-6587-34,I,8680,440,320,"15,955","16,277","16,523"
4519-1430-8001-17,I,6496,"7,801","13,426","19,447","19,839","20,139"
4520-1626-7843-61,I,3359,"19,609","20,062","21,977","22,420","22,759"
4520-4442-4748-68,I,2286,"2,091","2,127","4,057","4,139","4,201"
4521-5328-0901-09,I,1585,"6,958","7,842","8,357","8,525","8,654"
4523-0796-7570-80,I,3284,0,0,0,0,0
4527-3657-0881-89,I,2571,"39,124",0,"36,951","37,696","38,266"
4528-0921-0006-50,I,5367,"31,343","30,050","28,715","29,294","29,737"
4528-3494-1320-00,I,2525,"20,207","20,267",0,"20,738","21,051"
4532-5219-4500-00,I,1625,"17,746","49,333","114,471",0,"118,544"
4535-2136-4700-00,I,6439,"10,920","11,091","5,601","5,714","5,800"
4535-2861-7280-00,E,7384,0,0,0,0,0
4537-3030-1232-50,W,3644,"259,042","291,392","297,678","302,487","307,150"
4542-5482-0338-88,W,5644,"391,308","399,960","696,644","707,897","718,810"
4558-4732-0945-04,T,3345,"1,749,115","1,760,560","1,624,650","1,603,873","1,582,365"
4569-1568-1236-48,I,6451,0,0,0,0,0
4616-0702-8792-24,I,1622,0,"4,507","8,431","8,601","8,731"
4616-6728-8288-63,I,4663,"16,579","17,817","19,101","19,486","19,781"
4619-1194-4107-69,I,5658,0,"172,621","223,866","228,380","231,831"
4623-5766-3913-66,I,6408,"9,046","5,555","8,978","9,159","9,297"
4624-7673-9900-00,I,8278,"32,710","30,428","27,828","28,389","28,818"
4624-9469-4290-00,I,2636,"43,232","47,555","49,428","50,425","51,187"
4625-0703-0598-01,I,7160,0,"69,022","71,205","72,641","73,738"
4625-5621-6110-00,I,6490,0,0,0,0,0
4626-2995-1170-00,I,2580,"111,405","120,155","106,979",0,"110,785"
4626-5772-8020-00,I,6614,"9,191","10,994","13,139","13,404","13,606"
4627-6694-4701-14,I,5692,"11,711","12,053","13,064","13,327","13,529"
4627-7706-5730-00,I,1675,0,0,"4,415","4,504","4,572"
4628-1642-3740-00,I,4316,"6,768","8,020",0,"8,810","8,943"
4629-2082-0970-00,I,3551,"6,304","6,781",0,"7,224","7,333"
4629-8381-4820-00,I,3385,"8,673","8,351","9,099","9,282","9,423"
4630-6328-1360-00,I,8232,"47,970","67,657","55,209","56,322","57,173"
4647-9476-3900-00,E,6415,"10,884","9,167",0,"7,264","7,463"
4648-1250-2411-94,W,2123,"157,572",0,"125,512","127,539","129,506"
4648-1967-4650-00,W,2238,"16,864","21,466","22,244","22,603","22,952"
4650-7521-8353-73,W,3146,"220,450","244,850","245,315","249,278","253,120"
4670-3586-4432-77,I,6461,"19,014","17,562","21,996","22,439","22,779"
4671-0828-1689-03,I,7318,0,0,0,0,0
4681-6308-7896-14,E,7391,"31,129","51,314","19,787","20,105","20,656"
4686-5623-8080-99,E,6402,0,0,7,7,7
4717-2743-7692-56,I,3696,0,"18,496","31,809","32,450","32,941"
4718-7269-5976-62,I,3626,0,0,0,0,0
4719-0887-3692-94,I,2518,"7,589","7,895","7,858","8,016","8,138"
4721-6510-9190-00,I,8453,"9,089",0,"1,393","1,421","1,443"
4722-5563-2980-00,I,6422,"13,626","16,147",0,"20,824","21,138"
4723-2604-1003-64,I,3683,"15,442","15,177","17,335","17,685","17,952"
4726-1985-6632-26,I,8249,"4,666",0,0,0,0
4727-4831-9619-11,E,2186,0,0,0,0,0
4728-1927-9210-00,I,6428,"3,819","5,016","4,745","4,841","4,914"
4728-8589-9950-00,I,8268,"34,284",0,"39,029","39,816","40,418"
4731-8167-3106-97,I,8450,0,"13,115","14,807","15,106","15,334"
4732-7815-3070-00,I,2630,0,0,0,0,0
4733-0302-5635-12,I,8136,0,0,0,0,0
4741-5366-7010-00,E,7375,0,0,0,0,0
4766-3234-0743-13,I,3675,"3,872","2,563",0,"4,605","4,675"
4770-4739-3869-56,I,8245,"4,772",0,0,0,0
4776-5000-8259-66,E,6422,"15,156","15,432","10,565","10,735","11,029"
4779-4179-1297-69,E,3252,"6,731","4,239",0,0,0
4785-8542-7635-24,E,7323,0,0,472,480,493
4786-3538-5392-28,E,2612,"5,560","5,234","4,009","4,073","4,185"
4812-8783-8132-04,I,6403,"6,744","6,455","6,073","6,195","6,289"
4815-8436-9702-45,I,2245,"1,030","1,142","1,857","1,894","1,923"
4819-6922-9780-00,I,2203,"6,074","8,247","9,407","9,597","9,742"
4821-5799-4191-03,I,3678,0,0,0,"115,315","117,058"
4822-3596-4186-47,I,3292,0,0,0,0,0
4823-4541-4343-05,I,1557,"64,640","61,609","57,842","59,008","59,900"
4823-6946-7140-00,I,9525,"5,480","5,273","5,963","6,083","6,175"
4824-0886-0382-83,I,7312,"9,849","8,755","9,242","9,428","9,571"
4825-7365-6620-00,I,2692,"9,789","9,147","15,522","15,835","16,074"
4825-8849-5643-27,E,2240,"2,049,136","1,656,923","1,675,047","1,701,933","1,748,646"
4831-1173-0290-00,I,8155,0,0,0,0,0
4835-6343-9680-00,I,8447,"18,774","21,787","18,764","19,142","19,432"
4845-1285-8690-67,W,2139,"547,889","568,720","394,159","400,526","406,700"
4855-7764-8980-00,T,8222,"7,435,318","7,171,862","7,310,995","7,217,498","7,120,710"
4856-5749-1020-00,T,2605,"4,786,716","3,783,622",0,"4,887,587","4,822,043"
4861-2721-7355-18,I,2575,"3,934","1,569","5,956",0,"6,168"
4865-1207-3060-90,I,6461,0,0,0,0,0
4867-2074-1044-83,I,2651,0,0,0,0,0
4871-4909-1991-35,E,2269,"42,564","33,719","23,503","23,880","24,536"
4874-7540-6442-04,E,9535,"12,451","9,208",0,"11,127",0
4880-0064-9590-11,E,3236,"10,922","12,953","27,650","28,094","28,865"
4921-1879-6875-77,I,3565,"4,682","3,867","14,551","14,844","15,069"
4925-8034-6610-00,I,3654,0,0,0,0,0
4926-5504-0420-00,I,6423,"1,901,142","1,886,034","1,908,585","1,947,065","1,976,487"
4926-8953-7859-23,I,3359,"7,676","10,213","8,198","8,363","8,490"
4927-0340-9950-00,I,3690,"1,371,926","1,208,790","1,228,677","1,253,449",0
4927-2841-9680-00,I,8340,"3,891","4,422","4,218",0,"4,368"
4927-3406-2090-00,I,6499,"213,589","233,316","257,019","262,201","266,163"
4928-2984-2640-00,I,6498,"27,736","27,631","29,467","30,061","30,515"
4928-4454-7532-38,I,8134,0,0,0,0,0
4928-8096-7204-56,I,1646,"4,913",0,"5,884","6,003","6,093"
4931-5111-7430-00,I,8229,"13,332","10,689","9,785","9,982","10,133"
4931-8858-7576-33,I,6510,"7,514","7,179",0,"9,433","9,576"
4942-6754-0090-00,W,8208,"495,627","456,214","94,876","96,409","97,895"
4943-0600-8480-00,W,2874,0,"463,920","1,273,914","1,294,492","1,314,447"
4944-8124-4241-48,W,2147,"318,053","353,997","358,591","364,383","370,001"
4945-5843-9740-00,E,8140,"118,774","42,503","36,647","37,235","38,257"
4946-3964-5280-00,E,7348,0,337,452,459,472
4949-9699-6840-00,W,2673,0,0,0,0,0
4960-6120-6004-33,I,1693,0,0,0,0,0
4961-8672-4090-27,I,2620,0,0,0,0,0
4966-9160-0845-75,I,2619,0,0,0,0,0
4967-5282-7039-26,I,7191,"5,450","5,971","6,570","6,702","6,804"
4977-5105-8369-09,E,2602,0,"16,738","18,080","18,370","18,874"
4983-8297-5104-79,W,2209,"105,265",0,"113,772","115,610","117,392"
5015-6327-2440-26,I,6488,"336,820","347,064","361,230","368,513","374,082"
5016-2232-4582-00,I,8605,"19,721","9,790",0,"24,706","25,080"
5019-0776-5545-28,I,3365,"411,073","446,402","510,252","520,540","528,405"
5019-3984-8171-43,I,3570,"69,111","75,133","96,482","98,427","99,915"
5022-7248-0640-99,I,3381,"376,569","1,333,104","2,188,804","2,232,934","2,266,676"
5023-7357-7820-00,I,2645,"34,865","34,689","40,919","41,744","42,375"
5026-3171-3037-30,E,6404,"7,908,608","7,270,148","7,794,063","7,919,164","8,136,524"
5028-4067-6857-54,I,3679,"2,911",0,275,281,285
5033-0921-0440-00,I,2616,0,"4,960","4,745","4,841",0
5034-2609-8474-51,W,2287,"134,417","154,692","156,603","159,133","161,586"
5035-2500-0900-00,I,3636,0,"10,291","10,669","10,884","11,049"
5035-3443-7710-00,I,2131,"9,777","14,396","13,211","13,477","13,681"
5054-6675-9840-00,W,5623,"175,675","209,501","290,914",0,"300,170"
5054-8524-7930-00,W,3131,"258,859","290,504","313,243","318,303","323,210"
5060-2303-1428-75,I,2258,"4,793","3,689","4,478","4,568","4,637"
5066-1761-9021-95,E,6439,"31,499","36,656","43,147","43,840","45,043"
5067-9625-9130-76,I,3201,0,0,0,0,0
5079-7181-2347-45,E,7322,"493,278","172,871","153,223","155,682","159,955"
5081-0894-4069-25,E,7390,0,0,0,0,0
5085-2881-0371-56,E,3207,"32,245",0,0,0,0
5120-3864-0816-78,I,3633,0,0,617,629,639
5121-0306-5565-46,I,2136,"1,273,741","1,257,532","1,602,875",0,"1,659,901"
5121-9454-9957-02,I,5669,"10,669","13,880","19,960","20,362","20,670"
5122-0147-1081-45,I,2503,"89,735","81,012","29,584","30,180","30,637"
5122-2646-3020-00,I,1591,0,"5,994","12,003","12,245","12,430"
5123-4546-4990-00,I,1594,"31,754","30,961","45,801","46,724",0
5125-0627-2074-03,E,3113,"21,231,570","22,828,980","14,480,814","14,713,243","15,117,083"
5127-4771-7870-00,I,2212,"33,764","39,817","33,864","34,547","35,069"
5127-6482-2760-00,I,8671,"113,558","126,271","93,500",0,"96,826"
5128-4618-1946-74,E,2695,"24,944,717","26,741,858","24,898,739","25,298,384","25,992,759"
5132-2068-2710-00,I,3612,"34,875","29,265","27,763","28,323",0
5133-0501-0690-00,I,3652,"7,263","7,448","8,245","8,411","8,538"
5133-2691-7800-00,I,2110,"9,799","9,895","11,020","11,242","11,412"
5136-2231-3300-00,I,9594,0,0,0,0,0
5137-8222-4350-00,I,2670,"8,526","7,381",0,"15,998","16,240"
5147-3233-2760-00,W,1617,"232,669","189,838",0,"181,545","184,344"
5154-4777-7450-00,T,4618,0,0,0,0,0
5164-1114-2855-03,I,6435,0,"22,881","19,077","19,462","19,756"
5166-4668-1847-30,I,6414,"9,067","9,526","10,680","10,895","11,060"
5172-5385-5812-06,E,3292,0,0,0,0,0
5200-6673-8171-25,O,1574,0,0,0,0,0
5220-0951-3663-65,I,2637,"14,370","13,463","13,307","13,575","13,780"
5220-7266-7550-62,I,3692,"16,551","29,352","12,793","13,051","13,248"
5222-0627-8729-08,I,2616,"17,364","16,328","15,769","16,087","16,330"
5223-9633-1350-67,I,8471,"14,594","14,727","16,461",0,"17,047"
5224-5564-2988-80,I,8392,"18,258","21,854","19,320","19,710","20,007"
5225-2075-6099-35,I,6472,"12,104","12,424","5,680","5,795","5,882"
5226-2341-2764-50,I,2272,"59,010","64,015","75,402","76,922","78,085"
5227-5934-8460-00,I,5354,"15,392","19,720",0,"19,524","19,819"
5230-6863-4161-73,E,3607,"656,070","326,931","575,433","584,669","600,717"
5230-9097-9290-00,I,6441,0,0,0,0,0
5231-2931-8970-00,I,2621,"27,688","32,595","33,300","33,971","34,485"
5232-2133-4730-00,I,6681,"27,074","28,669","31,786","32,427","32,917"
5245-6058-3490-00,W,5334,"478,316","495,581","495,485","503,489","511,250"
5257-9775-3006-49,I,2672,0,0,0,0,0
5260-6086-7917-16,I,2203,"6,596","7,886","7,784",0,"8,061"
5267-2926-1106-65,I,6550,0,0,"5,816","5,933","6,023"
5270-4509-6086-56,E,6473,"293,837","105,695","71,497","72,645","74,638"
5270-4737-9501-70,E,6491,0,0,0,0,0
5283-6220-7045-44,E,6479,"9,652","33,817",0,"2,791","2,868"
5302-3952-9075-74,T,6456,"554,403","371,423","451,620","445,844","439,866"
5306-2701-3252-55,T,1547,"26,443",61,328,324,319
5319-4910-8993-75,I,2214,"11,382","12,705","12,736","12,993","13,189"
5320-2909-3877-86,I,3619,"48,815","23,484","44,620","45,520","46,207"
5320-9396-9262-97,I,2591,"20,942","25,476","24,170",0,"25,030"
5322-7796-3340-38,I,2234,"527,935","443,605","509,534","519,807","527,662"
5324-7844-9170-00,I,2142,"9,367","8,994","10,308",0,"10,675"
5325-5903-2180-00,I,2247,"6,822","6,414","8,067","8,230","8,354"
5325-6490-6235-75,I,7394,"9,625","10,186","9,147","9,331","9,472"
5327-8440-2358-87,I,2229,"172,292",0,"187,526","191,307","194,198"
5327-8749-0780-00,I,6421,0,0,0,0,0
5330-7427-0495-47,I,3665,0,0,0,0,0
5332-5684-6113-03,E,1642,"264,279","297,333","593,487","603,013","619,564"
5334-0077-1540-00,E,3614,"8,194,575","6,670,445","6,898,737","7,009,467","7,201,859"
5349-1980-1586-03,W,2655,"210,570",0,"191,418","194,510","197,509"
5352-0899-2900-00,W,2174,"558,138","476,773","357,425","363,199","368,798"
5356-4756-9666-77,I,8412,"3,247","4,697","4,390","4,479","4,546"
5362-5059-3122-72,I,3294,"7,224",0,0,0,0
5362-8298-2073-57,I,2278,0,0,"1,968","2,008","2,038"
5362-9272-1360-13,I,2607,51,0,45,46,47
5363-3980-3870-17,I,7188,"2,055","2,197","3,587","3,659","3,715"
5369-5051-5462-14,E,6492,0,0,0,0,0
5378-5684-4137-25,E,9597,0,155,137,139,143
5380-9015-6325-20,E,6449,0,"1,276","3,427","3,482","3,578"
5399-4169-2587-33,T,6429,357,"2,890","106,270","104,911","103,504"
5413-6282-6034-25,I,3370,"28,910","30,916","27,189","27,737","28,156"
5417-0275-7677-91,I,6424,0,0,0,0,0
5423-0490-8660-39,E,2205,0,0,0,0,0
5424-9885-1922-00,E,1544,0,0,0,0,0
5429-3543-5620-00,I,8492,"5,042","4,176","8,608","8,782","8,914"
5429-5108-7580-00,I,1653,"11,633","14,735","14,721","15,018","15,245"
5430-4593-9590-00,I,2260,"1,827","1,285","1,165","1,188","1,206"
5431-4161-1490-00,I,6449,"37,244","46,583","44,019","44,906","45,585"
5439-8977-3750-00,E,7196,0,0,0,0,0
5449-9637-3086-78,T,3643,"7,046,595","6,989,467",0,"6,987,555","6,893,850"
5450-5779-7270-00,W,3251,"344,751","354,324","339,410","344,893","350,209"
5451-0389-3980-00,W,8173,"34,582","30,885","32,484","33,009","33,518"
5468-4640-7052-86,I,1697,"87,138","121,895","154,809","157,930","160,317"
5469-5509-9880-00,O,3260,0,0,0,0,0
5470-6995-8904-49,I,9582,"6,294","6,441","7,393","7,542","7,656"
5472-5355-2855-64,E,6474,0,0,0,0,0
5480-3808-4411-75,E,2580,"3,832","6,341","4,925","5,004",0
5504-9719-6448-84,T,6400,"61,892","71,782","81,338","80,298","79,221"
5515-5789-0753-63,I,2686,"126,377","136,502","139,696","142,513","144,666"
5515-9999-3344-94,I,3511,"228,879","207,210","258,648","263,863","267,850"
5521-0160-2944-85,I,6637,0,0,0,0,0
5523-6207-5820-00,I,3647,"5,770","5,350","5,234","5,340","5,420"
5524-0995-5839-25,I,8656,"31,100","29,026","40,614","41,433","42,059"
5525-6506-9790-00,I,2259,0,0,0,0,0
5526-3409-0240-90,I,6543,"8,076","9,124","9,954","10,155","10,308"
5526-7666-7664-23,I,2681,"10,182","4,524","4,194","4,279","4,343"
5528-7520-3237-84,E,2177,"6,900,881","8,157,014","9,672,355","9,827,604","10,097,346"
5530-5040-8900-32,E,6506,"163,715","39,117","49,139","49,928","51,298"
5531-3136-4460-00,I,8693,"31,580","35,356","37,138","37,887","38,459"
5538-7550-4750-00,E,6462,"460,329","304,323","703,304","714,593","734,206"
5545-3960-5760-00,E,6453,110,"4,777","10,213","10,377","10,662"
5559-8384-8285-04,T,5654,"447,082","428,041","458,643","452,778","446,706"
5567-5174-1799-08,I,8131,0,0,0,0,0
5597-8673-1345-91,T,6418,"330,937","248,704",0,0,0
5613-5766-2107-88,I,2548,"6,532",0,"7,022","7,164","7,272"
5617-1234-2122-53,I,2231,"22,380","24,232","26,903","27,445","27,860"
5620-4507-9580-00,I,3698,"205,883","227,242","225,327","229,870","233,344"
5621-4782-9052-34,I,5630,0,0,0,0,0
5625-0922-7547-03,I,3330,"20,318","25,718","47,234",0,"48,914"
5625-7214-1902-79,E,1667,"177,147","147,157","131,694","133,808","137,480"
5626-2170-0320-00,I,9618,"2,577","2,807","3,245","3,310","3,360"
5626-2743-1560-00,I,5639,"5,026","8,667","9,886","10,085","10,238"
5629-2952-6600-00,I,8457,"57,627","33,921","60,824","62,050","62,988"
5633-5671-0410-00,I,7133,888,950,0,"1,220","1,239"
5634-5239-2340-00,I,3280,0,"46,244","62,618","63,880","64,846"
5643-3695-1356-20,W,5301,"253,848",0,"173,605","176,409","179,129"
5659-0897-2087-79,I,2676,0,"45,526","51,490","52,528","53,322"
5664-2310-1690-27,E,2250,0,0,0,0,0
5672-1103-0063-68,I,3563,160,117,83,0,86
5672-7417-2992-89,E,6409,0,0,0,0,0
5672-9230-5468-94,E,3237,0,0,0,0,0
5674-0532-1812-68,E,6419,"6,110","5,702","4,878","4,956","5,092"
5674-9668-9102-94,I,1503,"5,015",0,"2,954","3,014","3,059"
5675-1391-2422-88,E,4660,"4,112",231,431,438,450
5683-3370-8033-39,E,6454,"6,071","13,489","10,781","10,954","11,255"
5718-2664-1662-87,I,2652,"49,921","48,225","46,826","47,770","48,492"
5720-5006-3507-06,I,3667,"4,909","3,416",0,"5,082","5,159"
5722-0475-0176-77,I,2288,"466,005","502,165","378,711","386,346","392,184"
5723-6588-9175-07,I,9542,"4,628","8,082",0,0,"10,249"
5723-8522-7750-00,I,3603,"10,261","11,497","17,749","18,107","18,380"
5724-4473-3930-00,I,6663,0,0,0,0,0
5725-6293-5507-84,I,2676,"5,121","6,755","5,369","5,477","5,560"
5726-5118-4964-84,I,2267,0,"9,329","13,405","13,675","13,882"
5729-0795-4260-69,I,7337,"3,312","5,776","7,387","7,536","7,650"
5731-5819-2590-00,I,6476,0,0,0,0,0
5739-3887-4580-00,E,6455,"16,132","3,717","4,715","4,791","4,922"
5743-2443-3209-51,W,8448,0,0,0,0,0
5745-6156-2300-00,E,3356,"8,064,555","6,081,977","5,525,487","5,614,175","5,768,270"
5760-2480-7211-13,I,6494,"4,095",0,"8,321",0,0
5763-3413-0749-93,I,2251,"2,982",372,"4,493","4,584","4,653"
5767-1881-0084-70,I,7307,0,0,0,0,0
5775-7529-3507-27,E,6474,0,0,"60,624","61,597","63,288"
5796-8981-0695-52,O,2126,"380,895","416,342","349,592","355,239","360,715"
5806-7255-2388-26,T,6433,"28,901","36,269","229,392","226,458","223,422"
5818-9196-1648-22,I,4688,"39,817","43,378","46,025",0,"47,662"
5820-3538-5950-00,I,3654,"7,031","8,022","8,557","8,730","8,861"
5823-1392-3296-44,I,2642,"7,281",0,"45,304","46,217","46,916"
5823-4190-6601-99,I,2699,"589,385","723,681",0,"311,914","316,628"
5823-8227-7996-61,I,3652,"32,669","33,847","39,057","39,844","40,447"
5824-0571-5575-55,I,6448,"43,247","44,474",0,"45,128","45,810"
5825-0885-8577-06,E,2252,0,12,0,0,0
5825-6174-1463-31,I,5694,"57,651","54,136","64,078","65,370","66,358"
5826-0512-6420-67,E,1644,"300,477","206,008","320,742","325,890","334,835"
5834-6313-3310-00,I,8207,"3,957","5,341","3,638","3,711","3,767"
5847-3979-3210-00,W,2878,0,0,0,0,0
5849-1074-9444-29,W,2261,"1,461,581","1,509,716","771,318","783,777","795,860"
5864-3136-8294-28,I,2641,0,0,0,0,0
5868-5823-2190-42,E,2544,0,0,0,0,0
5871-8809-1523-96,I,8143,"4,773","5,314",0,0,0
5872-4369-3952-40,I,6445,"13,996","13,378",0,"8,972","9,108"
5897-1952-9075-74,T,6487,"186,555","146,778","1,107,570","1,093,406","1,078,743"
5912-4875-5139-66,I,2561,"13,272","9,409","7,668","7,823","7,941"
5919-5682-8572-50,I,1600,"336,424","393,242","383,449","391,180","397,091"
5920-1206-2660-98,I,1544,0,"3,243","3,214","3,279","3,328"
5924-2902-2390-00,I,7333,0,0,0,0,0
5924-9798-4840-00,I,3613,"1,707","1,714","2,019","2,060","2,091"
5925-8024-7510-00,I,2226,"89,432","88,786","91,505","93,350","94,760"
5926-6140-3860-00,I,3196,0,0,0,0,0
5928-3983-2610-00,I,4697,"21,295","20,950",0,"21,438","21,762"
